"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Dextromethorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Dextrorphan-total Plasma (Peripheral Venous Blood) [kg/l]","Organism|PeripheralVenousBlood|Dextrorphan-O-glucuronide|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1251,0.002433219,0.04638273,4.408455E-08,0.1249059
0,1254,0.002426397,0.04633281,4.403876E-08,0.1247779
0,1257,0.002419572,0.04628284,4.399292E-08,0.1246497
0,1260,0.002412746,0.0462328,4.394701E-08,0.1245214
0,1263,0.002405918,0.04618271,4.390105E-08,0.1243929
0,1266,0.002399088,0.04613255,4.385503E-08,0.1242643
0,1269,0.002392257,0.04608234,4.380894E-08,0.1241354
0,1272,0.002385424,0.04603207,4.37628E-08,0.1240064
0,1275,0.002378591,0.04598174,4.37166E-08,0.1238772
0,1278,0.002371756,0.04593135,4.367034E-08,0.1237479
0,1281,0.002364921,0.04588091,4.362402E-08,0.1236184
0,1284,0.002358085,0.04583041,4.357765E-08,0.1234887
0,1287,0.002351249,0.04577985,4.353122E-08,0.1233588
0,1290,0.002344413,0.04572923,4.348473E-08,0.1232288
0,1293,0.002337576,0.04567856,4.343817E-08,0.1230986
0,1296,0.00233074,0.04562783,4.339157E-08,0.1229682
